age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
38.0,services,divorced,secondary,no,61.0,no,no,unknown,5.0,jun,636.0,1.0,-1.0,0.0,unknown,yes
53.0,housemaid,married,primary,no,104.0,no,yes,unknown,5.0,jun,701.0,1.0,-1.0,0.0,unknown,yes
47.0,blue-collar,married,secondary,no,1996.0,no,no,unknown,5.0,jun,761.0,2.0,-1.0,0.0,unknown,yes
56.0,housemaid,divorced,primary,yes,1238.0,no,no,unknown,5.0,jun,1558.0,1.0,-1.0,0.0,unknown,yes
41.0,housemaid,married,secondary,no,879.0,no,no,unknown,5.0,jun,1053.0,2.0,-1.0,0.0,unknown,yes
29.0,self-employed,married,secondary,no,425.0,yes,no,unknown,5.0,jun,562.0,15.0,-1.0,0.0,unknown,yes
50.0,technician,married,secondary,no,416.0,yes,no,unknown,5.0,jun,494.0,5.0,-1.0,0.0,unknown,yes
35.0,blue-collar,married,secondary,no,860.0,yes,no,unknown,5.0,jun,884.0,4.0,-1.0,0.0,unknown,yes
26.0,technician,single,secondary,no,639.0,yes,no,unknown,6.0,jun,709.0,5.0,-1.0,0.0,unknown,yes
26.0,admin.,married,secondary,no,710.0,yes,yes,unknown,6.0,jun,1276.0,2.0,-1.0,0.0,unknown,yes
37.0,blue-collar,married,unknown,no,1508.0,no,yes,unknown,6.0,jun,381.0,2.0,-1.0,0.0,unknown,yes
30.0,admin.,single,secondary,no,223.0,yes,no,unknown,6.0,jun,862.0,11.0,-1.0,0.0,unknown,yes
38.0,management,single,tertiary,no,619.0,yes,no,unknown,6.0,jun,460.0,4.0,-1.0,0.0,unknown,yes
37.0,services,divorced,secondary,no,319.0,yes,no,unknown,6.0,jun,467.0,3.0,-1.0,0.0,unknown,yes
53.0,technician,married,secondary,no,480.0,no,no,unknown,6.0,jun,648.0,2.0,-1.0,0.0,unknown,yes
29.0,blue-collar,single,primary,no,213.0,yes,no,unknown,6.0,jun,2653.0,3.0,-1.0,0.0,unknown,yes
35.0,management,single,tertiary,no,68.0,no,no,unknown,6.0,jun,1085.0,1.0,-1.0,0.0,unknown,yes
28.0,blue-collar,married,secondary,no,2788.0,yes,no,unknown,6.0,jun,369.0,2.0,-1.0,0.0,unknown,yes
55.0,blue-collar,married,unknown,no,7561.0,no,no,unknown,6.0,jun,685.0,3.0,-1.0,0.0,unknown,yes
49.0,management,divorced,secondary,no,-46.0,yes,no,unknown,9.0,jun,1055.0,10.0,-1.0,0.0,unknown,yes
50.0,services,married,secondary,no,1595.0,no,no,unknown,9.0,jun,882.0,1.0,-1.0,0.0,unknown,yes
43.0,management,single,tertiary,no,1046.0,no,no,unknown,9.0,jun,901.0,1.0,-1.0,0.0,unknown,yes
58.0,self-employed,divorced,tertiary,no,1382.0,no,no,unknown,9.0,jun,700.0,1.0,-1.0,0.0,unknown,yes
38.0,technician,married,primary,no,217.0,yes,no,unknown,9.0,jun,491.0,6.0,-1.0,0.0,unknown,yes
48.0,blue-collar,divorced,primary,no,183.0,no,no,unknown,9.0,jun,940.0,1.0,-1.0,0.0,unknown,yes
59.0,management,married,secondary,no,1321.0,no,no,unknown,9.0,jun,3881.0,3.0,-1.0,0.0,unknown,yes
58.0,blue-collar,married,secondary,no,25.0,no,no,unknown,9.0,jun,486.0,3.0,-1.0,0.0,unknown,yes
36.0,self-employed,single,tertiary,no,4844.0,no,no,unknown,9.0,jun,1137.0,3.0,-1.0,0.0,unknown,yes
42.0,entrepreneur,married,tertiary,no,5345.0,no,no,unknown,11.0,jun,878.0,3.0,-1.0,0.0,unknown,yes
41.0,admin.,single,secondary,no,812.0,no,yes,unknown,11.0,jun,583.0,4.0,-1.0,0.0,unknown,yes
42.0,admin.,married,secondary,no,105.0,no,no,unknown,11.0,jun,1159.0,4.0,-1.0,0.0,unknown,yes
39.0,management,married,tertiary,no,-190.0,no,yes,unknown,11.0,jun,893.0,8.0,-1.0,0.0,unknown,yes
57.0,housemaid,married,primary,no,625.0,no,yes,unknown,11.0,jun,867.0,1.0,-1.0,0.0,unknown,yes
52.0,retired,married,unknown,no,293.0,no,no,unknown,11.0,jun,706.0,1.0,-1.0,0.0,unknown,yes
59.0,retired,married,unknown,no,1033.0,no,no,unknown,11.0,jun,1199.0,1.0,-1.0,0.0,unknown,yes
56.0,blue-collar,married,secondary,no,1210.0,no,no,unknown,11.0,jun,935.0,1.0,-1.0,0.0,unknown,yes
49.0,management,married,tertiary,no,64.0,no,no,unknown,11.0,jun,586.0,1.0,-1.0,0.0,unknown,yes
35.0,blue-collar,divorced,unknown,no,164.0,no,no,unknown,11.0,jun,967.0,2.0,-1.0,0.0,unknown,yes
36.0,unemployed,married,secondary,no,1766.0,no,no,unknown,11.0,jun,595.0,2.0,-1.0,0.0,unknown,yes
40.0,admin.,single,tertiary,no,1248.0,no,no,unknown,11.0,jun,1290.0,2.0,-1.0,0.0,unknown,yes
55.0,blue-collar,married,secondary,no,0.0,no,no,unknown,12.0,jun,614.0,2.0,-1.0,0.0,unknown,yes
58.0,admin.,married,secondary,no,826.0,no,no,unknown,12.0,jun,885.0,1.0,-1.0,0.0,unknown,yes
39.0,self-employed,married,tertiary,no,2630.0,no,no,unknown,12.0,jun,651.0,5.0,-1.0,0.0,unknown,yes
47.0,housemaid,single,tertiary,no,3727.0,no,no,unknown,12.0,jun,993.0,6.0,-1.0,0.0,unknown,yes
40.0,management,married,secondary,no,406.0,yes,no,unknown,12.0,jun,577.0,2.0,-1.0,0.0,unknown,yes
48.0,blue-collar,married,secondary,no,1000.0,yes,no,unknown,12.0,jun,1268.0,2.0,-1.0,0.0,unknown,yes
48.0,management,divorced,tertiary,no,503.0,no,yes,unknown,12.0,jun,1243.0,7.0,-1.0,0.0,unknown,yes
24.0,blue-collar,single,secondary,yes,-203.0,yes,no,unknown,12.0,jun,465.0,3.0,-1.0,0.0,unknown,yes
49.0,blue-collar,married,primary,no,361.0,yes,no,unknown,16.0,jun,513.0,2.0,-1.0,0.0,unknown,yes
36.0,blue-collar,married,secondary,no,274.0,yes,no,unknown,16.0,jun,686.0,11.0,-1.0,0.0,unknown,yes
52.0,retired,divorced,tertiary,no,3687.0,yes,yes,unknown,16.0,jun,741.0,4.0,-1.0,0.0,unknown,yes
42.0,entrepreneur,single,unknown,no,323.0,no,no,unknown,16.0,jun,617.0,1.0,-1.0,0.0,unknown,yes
36.0,services,married,secondary,no,981.0,no,no,unknown,16.0,jun,1093.0,1.0,-1.0,0.0,unknown,yes
36.0,blue-collar,divorced,secondary,no,638.0,yes,no,unknown,16.0,jun,1395.0,2.0,-1.0,0.0,unknown,yes
48.0,unemployed,single,tertiary,no,3229.0,no,no,unknown,16.0,jun,1089.0,1.0,-1.0,0.0,unknown,yes
51.0,management,single,secondary,no,1610.0,yes,no,unknown,16.0,jun,1248.0,3.0,-1.0,0.0,unknown,yes
51.0,blue-collar,married,secondary,no,33.0,no,yes,unknown,16.0,jun,721.0,3.0,-1.0,0.0,unknown,yes
46.0,technician,married,secondary,no,536.0,yes,no,unknown,16.0,jun,750.0,2.0,-1.0,0.0,unknown,yes
37.0,management,married,tertiary,no,0.0,no,no,unknown,16.0,jun,637.0,6.0,-1.0,0.0,unknown,yes
36.0,entrepreneur,married,tertiary,no,3057.0,no,no,unknown,16.0,jun,2769.0,4.0,-1.0,0.0,unknown,yes
47.0,management,married,secondary,no,2892.0,no,no,unknown,17.0,jun,556.0,1.0,-1.0,0.0,unknown,yes
40.0,technician,divorced,tertiary,no,0.0,no,no,unknown,17.0,jun,522.0,1.0,-1.0,0.0,unknown,yes
38.0,student,single,tertiary,no,3316.0,no,no,unknown,17.0,jun,1345.0,3.0,-1.0,0.0,unknown,yes
40.0,management,married,secondary,no,106.0,no,no,unknown,17.0,jun,676.0,2.0,-1.0,0.0,unknown,yes
39.0,blue-collar,married,primary,no,2303.0,yes,no,unknown,17.0,jun,775.0,3.0,-1.0,0.0,unknown,yes
60.0,management,married,tertiary,no,3301.0,no,no,unknown,17.0,jun,2621.0,3.0,-1.0,0.0,unknown,yes
39.0,self-employed,single,tertiary,no,426.0,no,no,unknown,18.0,jun,1029.0,1.0,-1.0,0.0,unknown,yes
51.0,services,divorced,secondary,no,9.0,no,no,unknown,18.0,jun,371.0,2.0,-1.0,0.0,unknown,yes
27.0,admin.,married,secondary,no,-97.0,yes,no,unknown,18.0,jun,1528.0,2.0,-1.0,0.0,unknown,yes
41.0,management,single,tertiary,no,11008.0,no,no,unknown,18.0,jun,1540.0,1.0,-1.0,0.0,unknown,yes
42.0,blue-collar,single,primary,no,4930.0,no,no,unknown,18.0,jun,973.0,1.0,-1.0,0.0,unknown,yes
41.0,entrepreneur,married,secondary,no,707.0,no,no,unknown,18.0,jun,707.0,1.0,-1.0,0.0,unknown,yes
33.0,technician,married,secondary,no,4.0,yes,yes,unknown,18.0,jun,625.0,2.0,-1.0,0.0,unknown,yes
46.0,admin.,married,secondary,no,126.0,no,no,unknown,18.0,jun,1255.0,1.0,-1.0,0.0,unknown,yes
31.0,blue-collar,married,secondary,no,671.0,yes,no,unknown,18.0,jun,704.0,4.0,-1.0,0.0,unknown,yes
41.0,blue-collar,married,primary,no,219.0,no,yes,unknown,18.0,jun,1574.0,3.0,-1.0,0.0,unknown,yes
41.0,blue-collar,divorced,secondary,no,3622.0,no,no,unknown,19.0,jun,1135.0,4.0,-1.0,0.0,unknown,yes
55.0,retired,divorced,secondary,no,1580.0,no,yes,unknown,19.0,jun,1007.0,1.0,-1.0,0.0,unknown,yes
53.0,technician,married,secondary,no,1319.0,no,no,unknown,19.0,jun,1318.0,3.0,-1.0,0.0,unknown,yes
55.0,housemaid,married,primary,no,2152.0,no,no,unknown,19.0,jun,922.0,2.0,-1.0,0.0,unknown,yes
39.0,services,married,secondary,no,2843.0,yes,no,unknown,19.0,jun,585.0,1.0,-1.0,0.0,unknown,yes
40.0,entrepreneur,married,tertiary,yes,0.0,no,no,unknown,19.0,jun,952.0,4.0,-1.0,0.0,unknown,yes
59.0,retired,married,primary,no,1115.0,no,no,unknown,19.0,jun,834.0,1.0,-1.0,0.0,unknown,yes
42.0,blue-collar,single,secondary,no,625.0,no,no,unknown,19.0,jun,651.0,3.0,-1.0,0.0,unknown,yes
41.0,blue-collar,married,primary,no,246.0,no,no,unknown,19.0,jun,683.0,3.0,-1.0,0.0,unknown,yes
27.0,blue-collar,married,secondary,no,61.0,yes,no,unknown,19.0,jun,1012.0,1.0,-1.0,0.0,unknown,yes
25.0,blue-collar,single,secondary,no,-191.0,yes,no,unknown,19.0,jun,958.0,7.0,-1.0,0.0,unknown,yes
43.0,unemployed,married,primary,no,519.0,no,no,unknown,20.0,jun,973.0,2.0,-1.0,0.0,unknown,yes
44.0,services,married,secondary,no,522.0,no,yes,unknown,20.0,jun,911.0,1.0,-1.0,0.0,unknown,yes
26.0,blue-collar,single,secondary,no,-46.0,yes,no,unknown,20.0,jun,382.0,7.0,-1.0,0.0,unknown,yes
52.0,retired,married,tertiary,no,2269.0,no,no,unknown,20.0,jun,1210.0,1.0,-1.0,0.0,unknown,yes
54.0,services,married,unknown,no,386.0,no,yes,unknown,20.0,jun,838.0,1.0,-1.0,0.0,unknown,yes
57.0,management,married,tertiary,no,9103.0,no,yes,unknown,20.0,jun,1098.0,2.0,-1.0,0.0,unknown,yes
29.0,blue-collar,single,secondary,no,908.0,yes,no,unknown,20.0,jun,1663.0,1.0,-1.0,0.0,unknown,yes
47.0,technician,married,tertiary,no,1694.0,no,yes,unknown,20.0,jun,560.0,3.0,-1.0,0.0,unknown,yes
57.0,management,married,tertiary,no,-92.0,yes,yes,unknown,20.0,jun,1617.0,1.0,-1.0,0.0,unknown,yes
40.0,blue-collar,married,secondary,no,188.0,yes,yes,unknown,20.0,jun,570.0,2.0,-1.0,0.0,unknown,yes
46.0,services,divorced,secondary,no,0.0,no,no,unknown,20.0,jun,1023.0,3.0,-1.0,0.0,unknown,yes
43.0,blue-collar,single,secondary,no,740.0,yes,no,unknown,20.0,jun,585.0,2.0,-1.0,0.0,unknown,yes
45.0,management,married,tertiary,no,655.0,no,no,unknown,20.0,jun,693.0,3.0,-1.0,0.0,unknown,yes
24.0,management,married,secondary,no,867.0,yes,no,unknown,20.0,jun,546.0,10.0,-1.0,0.0,unknown,yes
40.0,blue-collar,married,secondary,no,1009.0,yes,yes,unknown,20.0,jun,1036.0,5.0,-1.0,0.0,unknown,yes
38.0,services,divorced,unknown,no,6360.0,no,no,unknown,20.0,jun,1409.0,2.0,-1.0,0.0,unknown,yes
36.0,unemployed,married,tertiary,no,4145.0,no,no,unknown,20.0,jun,988.0,4.0,-1.0,0.0,unknown,yes
27.0,blue-collar,single,secondary,yes,-27.0,no,no,unknown,23.0,jun,498.0,2.0,-1.0,0.0,unknown,yes
26.0,admin.,single,primary,no,-122.0,yes,no,unknown,23.0,jun,670.0,3.0,-1.0,0.0,unknown,yes
43.0,management,married,tertiary,no,149.0,yes,no,unknown,23.0,jun,662.0,2.0,-1.0,0.0,unknown,yes
25.0,blue-collar,single,primary,no,52.0,yes,no,unknown,24.0,jun,528.0,2.0,-1.0,0.0,unknown,yes
27.0,blue-collar,married,tertiary,no,335.0,yes,no,unknown,26.0,jun,519.0,3.0,-1.0,0.0,unknown,yes
30.0,technician,married,tertiary,no,526.0,yes,yes,unknown,26.0,jun,677.0,3.0,-1.0,0.0,unknown,yes
28.0,admin.,single,secondary,no,-7.0,no,yes,unknown,26.0,jun,3183.0,2.0,-1.0,0.0,unknown,yes
27.0,blue-collar,married,primary,no,-413.0,no,yes,unknown,27.0,jun,422.0,6.0,-1.0,0.0,unknown,yes
32.0,admin.,divorced,secondary,no,-241.0,no,yes,unknown,27.0,jun,856.0,2.0,-1.0,0.0,unknown,yes
41.0,blue-collar,single,secondary,no,75.0,yes,no,unknown,1.0,jul,479.0,9.0,-1.0,0.0,unknown,yes
37.0,technician,single,tertiary,no,0.0,no,no,unknown,1.0,jul,1135.0,2.0,-1.0,0.0,unknown,yes
27.0,technician,single,secondary,no,158.0,no,no,unknown,1.0,jul,650.0,2.0,-1.0,0.0,unknown,yes
29.0,services,single,secondary,no,84.0,no,yes,unknown,3.0,jul,587.0,3.0,-1.0,0.0,unknown,yes
33.0,services,married,secondary,no,114.0,no,yes,unknown,3.0,jul,676.0,1.0,-1.0,0.0,unknown,yes
36.0,technician,married,primary,no,0.0,no,no,unknown,4.0,jul,584.0,1.0,-1.0,0.0,unknown,yes
28.0,blue-collar,single,secondary,no,-127.0,yes,no,cellular,4.0,jul,1044.0,3.0,-1.0,0.0,unknown,yes
55.0,blue-collar,married,secondary,no,49.0,yes,no,cellular,7.0,jul,494.0,4.0,-1.0,0.0,unknown,yes
51.0,technician,married,secondary,no,216.0,no,no,cellular,7.0,jul,615.0,2.0,-1.0,0.0,unknown,yes
39.0,technician,single,secondary,no,506.0,yes,no,cellular,7.0,jul,718.0,2.0,-1.0,0.0,unknown,yes
42.0,blue-collar,divorced,primary,no,213.0,yes,no,cellular,7.0,jul,434.0,3.0,-1.0,0.0,unknown,yes
36.0,entrepreneur,divorced,tertiary,no,776.0,no,yes,cellular,7.0,jul,722.0,3.0,-1.0,0.0,unknown,yes
45.0,technician,married,secondary,no,879.0,no,no,cellular,7.0,jul,621.0,2.0,-1.0,0.0,unknown,yes
37.0,self-employed,married,secondary,no,1633.0,no,no,cellular,7.0,jul,629.0,2.0,-1.0,0.0,unknown,yes
46.0,unemployed,married,secondary,no,926.0,no,no,cellular,7.0,jul,385.0,5.0,-1.0,0.0,unknown,yes
32.0,self-employed,single,tertiary,no,2559.0,no,no,cellular,7.0,jul,889.0,1.0,-1.0,0.0,unknown,yes
28.0,technician,single,secondary,no,909.0,no,yes,cellular,7.0,jul,532.0,1.0,-1.0,0.0,unknown,yes
45.0,admin.,divorced,secondary,no,-176.0,no,yes,cellular,7.0,jul,574.0,1.0,-1.0,0.0,unknown,yes
41.0,blue-collar,single,secondary,yes,1085.0,yes,yes,cellular,7.0,jul,599.0,1.0,-1.0,0.0,unknown,yes
59.0,blue-collar,divorced,primary,no,1265.0,no,yes,cellular,7.0,jul,849.0,1.0,-1.0,0.0,unknown,yes
47.0,technician,single,secondary,no,-239.0,yes,yes,cellular,7.0,jul,973.0,3.0,-1.0,0.0,unknown,yes
31.0,blue-collar,single,secondary,no,726.0,no,no,cellular,7.0,jul,719.0,2.0,-1.0,0.0,unknown,yes
31.0,management,single,tertiary,no,296.0,no,yes,cellular,8.0,jul,509.0,4.0,-1.0,0.0,unknown,yes
33.0,entrepreneur,married,secondary,no,-627.0,yes,yes,cellular,8.0,jul,740.0,1.0,-1.0,0.0,unknown,yes
52.0,entrepreneur,married,tertiary,yes,-468.0,no,no,cellular,8.0,jul,534.0,1.0,-1.0,0.0,unknown,yes
26.0,self-employed,single,secondary,no,551.0,no,no,cellular,8.0,jul,531.0,1.0,-1.0,0.0,unknown,yes
25.0,technician,single,secondary,no,0.0,no,yes,cellular,8.0,jul,634.0,1.0,-1.0,0.0,unknown,yes
25.0,blue-collar,married,secondary,no,101.0,no,yes,cellular,8.0,jul,460.0,3.0,-1.0,0.0,unknown,yes
28.0,blue-collar,single,secondary,no,517.0,no,yes,cellular,8.0,jul,681.0,1.0,-1.0,0.0,unknown,yes
33.0,entrepreneur,divorced,tertiary,no,37.0,no,yes,cellular,8.0,jul,1082.0,1.0,-1.0,0.0,unknown,yes
45.0,management,divorced,tertiary,no,854.0,no,yes,cellular,8.0,jul,730.0,1.0,-1.0,0.0,unknown,yes
36.0,services,married,secondary,no,30.0,no,yes,cellular,8.0,jul,716.0,5.0,-1.0,0.0,unknown,yes
26.0,blue-collar,single,secondary,yes,81.0,no,yes,cellular,8.0,jul,803.0,2.0,-1.0,0.0,unknown,yes
38.0,technician,married,secondary,no,0.0,no,no,cellular,8.0,jul,635.0,1.0,-1.0,0.0,unknown,yes
56.0,blue-collar,single,secondary,no,663.0,no,yes,cellular,8.0,jul,819.0,3.0,-1.0,0.0,unknown,yes
26.0,admin.,single,secondary,no,102.0,no,yes,cellular,8.0,jul,658.0,2.0,-1.0,0.0,unknown,yes
26.0,technician,married,secondary,no,370.0,no,yes,cellular,8.0,jul,1061.0,4.0,-1.0,0.0,unknown,yes
25.0,blue-collar,single,secondary,no,189.0,no,yes,cellular,8.0,jul,687.0,2.0,-1.0,0.0,unknown,yes
26.0,unemployed,single,secondary,no,111.0,no,no,cellular,9.0,jul,537.0,1.0,-1.0,0.0,unknown,yes
40.0,blue-collar,married,primary,no,665.0,yes,no,cellular,9.0,jul,781.0,1.0,-1.0,0.0,unknown,yes
37.0,admin.,married,primary,no,214.0,yes,no,cellular,9.0,jul,645.0,1.0,-1.0,0.0,unknown,yes
43.0,blue-collar,single,primary,no,0.0,no,no,cellular,9.0,jul,1242.0,1.0,-1.0,0.0,unknown,yes
41.0,services,divorced,tertiary,no,1583.0,yes,no,cellular,9.0,jul,662.0,1.0,-1.0,0.0,unknown,yes
49.0,blue-collar,married,secondary,no,0.0,no,yes,cellular,9.0,jul,625.0,1.0,-1.0,0.0,unknown,yes
29.0,admin.,divorced,tertiary,yes,0.0,no,yes,cellular,9.0,jul,426.0,3.0,-1.0,0.0,unknown,yes
39.0,services,divorced,secondary,no,687.0,yes,no,cellular,9.0,jul,869.0,1.0,-1.0,0.0,unknown,yes
38.0,management,married,tertiary,yes,327.0,yes,yes,cellular,9.0,jul,556.0,5.0,-1.0,0.0,unknown,yes
26.0,technician,married,secondary,no,-119.0,no,yes,cellular,9.0,jul,359.0,5.0,-1.0,0.0,unknown,yes
32.0,management,married,tertiary,no,794.0,yes,yes,cellular,9.0,jul,1014.0,1.0,-1.0,0.0,unknown,yes
33.0,blue-collar,married,primary,no,-191.0,yes,yes,cellular,9.0,jul,1290.0,4.0,-1.0,0.0,unknown,yes
31.0,management,single,tertiary,no,409.0,no,yes,cellular,9.0,jul,564.0,5.0,-1.0,0.0,unknown,yes
49.0,blue-collar,married,primary,no,3.0,no,yes,cellular,9.0,jul,1439.0,6.0,-1.0,0.0,unknown,yes
27.0,unemployed,single,primary,no,9.0,no,yes,cellular,9.0,jul,919.0,2.0,-1.0,0.0,unknown,yes
30.0,blue-collar,single,secondary,no,155.0,yes,yes,cellular,9.0,jul,1426.0,3.0,-1.0,0.0,unknown,yes
26.0,blue-collar,single,secondary,no,-29.0,yes,no,cellular,10.0,jul,998.0,4.0,-1.0,0.0,unknown,yes
45.0,entrepreneur,married,unknown,no,3133.0,yes,yes,cellular,10.0,jul,804.0,1.0,-1.0,0.0,unknown,yes
34.0,admin.,married,secondary,no,-33.0,yes,yes,cellular,10.0,jul,961.0,1.0,-1.0,0.0,unknown,yes
28.0,admin.,single,secondary,no,-170.0,no,yes,cellular,10.0,jul,720.0,2.0,-1.0,0.0,unknown,yes
25.0,blue-collar,single,secondary,no,1243.0,no,yes,cellular,10.0,jul,1341.0,7.0,-1.0,0.0,unknown,yes
30.0,blue-collar,single,secondary,no,1598.0,yes,no,cellular,10.0,jul,634.0,1.0,-1.0,0.0,unknown,yes
30.0,services,married,secondary,no,5.0,no,yes,cellular,10.0,jul,829.0,5.0,-1.0,0.0,unknown,yes
47.0,services,married,secondary,no,367.0,yes,no,cellular,10.0,jul,476.0,4.0,-1.0,0.0,unknown,yes
57.0,admin.,divorced,secondary,no,658.0,no,no,cellular,10.0,jul,724.0,1.0,-1.0,0.0,unknown,yes
38.0,management,married,tertiary,no,1722.0,yes,no,cellular,10.0,jul,500.0,1.0,-1.0,0.0,unknown,yes
54.0,technician,married,secondary,no,-315.0,no,yes,cellular,10.0,jul,2029.0,1.0,-1.0,0.0,unknown,yes
25.0,blue-collar,single,primary,no,2483.0,no,no,cellular,10.0,jul,1499.0,3.0,-1.0,0.0,unknown,yes
30.0,blue-collar,married,secondary,no,0.0,yes,yes,cellular,10.0,jul,1399.0,1.0,-1.0,0.0,unknown,yes
26.0,management,single,tertiary,no,45.0,no,no,cellular,10.0,jul,1187.0,3.0,-1.0,0.0,unknown,yes
29.0,blue-collar,single,secondary,no,482.0,no,yes,cellular,10.0,jul,1097.0,3.0,-1.0,0.0,unknown,yes
49.0,blue-collar,married,secondary,no,3728.0,yes,no,cellular,11.0,jul,1060.0,2.0,-1.0,0.0,unknown,yes
60.0,retired,divorced,secondary,no,1099.0,no,no,cellular,11.0,jul,764.0,2.0,-1.0,0.0,unknown,yes
60.0,management,married,tertiary,no,2222.0,yes,no,cellular,11.0,jul,1120.0,2.0,-1.0,0.0,unknown,yes
29.0,management,single,tertiary,no,983.0,yes,no,cellular,11.0,jul,963.0,2.0,-1.0,0.0,unknown,yes
55.0,management,divorced,secondary,no,204.0,yes,no,cellular,11.0,jul,1973.0,2.0,-1.0,0.0,unknown,yes
44.0,admin.,married,secondary,no,1074.0,yes,no,cellular,11.0,jul,911.0,2.0,-1.0,0.0,unknown,yes
47.0,technician,married,secondary,no,3466.0,yes,no,cellular,11.0,jul,853.0,2.0,-1.0,0.0,unknown,yes
35.0,admin.,married,secondary,no,-203.0,yes,no,cellular,11.0,jul,1649.0,2.0,-1.0,0.0,unknown,yes
35.0,entrepreneur,married,secondary,no,2436.0,no,yes,cellular,14.0,jul,1397.0,3.0,-1.0,0.0,unknown,yes
38.0,technician,married,secondary,no,976.0,yes,no,cellular,14.0,jul,766.0,3.0,-1.0,0.0,unknown,yes
34.0,entrepreneur,married,tertiary,no,146.0,yes,no,cellular,14.0,jul,788.0,2.0,-1.0,0.0,unknown,yes
50.0,technician,married,secondary,no,156.0,no,yes,cellular,14.0,jul,1130.0,3.0,-1.0,0.0,unknown,yes
43.0,admin.,married,tertiary,no,189.0,yes,no,cellular,14.0,jul,1062.0,4.0,-1.0,0.0,unknown,yes
44.0,admin.,divorced,secondary,no,163.0,yes,no,cellular,14.0,jul,1669.0,2.0,-1.0,0.0,unknown,yes
31.0,technician,married,secondary,no,1173.0,yes,no,cellular,14.0,jul,444.0,3.0,-1.0,0.0,unknown,yes
39.0,technician,married,tertiary,no,0.0,yes,no,cellular,14.0,jul,894.0,7.0,-1.0,0.0,unknown,yes
59.0,management,married,tertiary,no,296.0,no,yes,cellular,15.0,jul,805.0,3.0,-1.0,0.0,unknown,yes
25.0,services,single,secondary,no,333.0,no,yes,cellular,15.0,jul,1056.0,2.0,-1.0,0.0,unknown,yes
34.0,blue-collar,single,primary,no,-109.0,yes,no,cellular,15.0,jul,860.0,4.0,-1.0,0.0,unknown,yes
51.0,services,divorced,secondary,no,65.0,no,yes,cellular,15.0,jul,881.0,1.0,-1.0,0.0,unknown,yes
60.0,retired,married,secondary,no,597.0,no,no,cellular,15.0,jul,981.0,1.0,-1.0,0.0,unknown,yes
51.0,entrepreneur,married,secondary,no,-799.0,no,yes,cellular,15.0,jul,1001.0,3.0,-1.0,0.0,unknown,yes
37.0,management,divorced,tertiary,no,1775.0,no,no,cellular,15.0,jul,514.0,5.0,-1.0,0.0,unknown,yes
30.0,blue-collar,single,primary,no,0.0,no,no,cellular,15.0,jul,716.0,3.0,-1.0,0.0,unknown,yes
46.0,entrepreneur,divorced,secondary,no,-563.0,no,yes,cellular,15.0,jul,769.0,4.0,-1.0,0.0,unknown,yes
29.0,student,single,tertiary,no,5.0,no,no,cellular,15.0,jul,889.0,5.0,-1.0,0.0,unknown,yes
27.0,entrepreneur,married,tertiary,no,139.0,no,no,cellular,15.0,jul,448.0,5.0,-1.0,0.0,unknown,yes
28.0,management,single,tertiary,no,0.0,yes,no,cellular,16.0,jul,767.0,5.0,-1.0,0.0,unknown,yes
29.0,blue-collar,single,unknown,no,694.0,yes,yes,cellular,16.0,jul,1806.0,4.0,-1.0,0.0,unknown,yes
27.0,management,single,tertiary,no,151.0,yes,no,cellular,16.0,jul,496.0,1.0,-1.0,0.0,unknown,yes
26.0,technician,single,secondary,no,354.0,no,no,cellular,16.0,jul,586.0,1.0,-1.0,0.0,unknown,yes
36.0,management,married,tertiary,no,673.0,yes,no,cellular,16.0,jul,689.0,1.0,-1.0,0.0,unknown,yes
44.0,blue-collar,married,primary,no,1265.0,yes,no,cellular,16.0,jul,555.0,1.0,-1.0,0.0,unknown,yes
39.0,blue-collar,married,tertiary,no,597.0,no,no,cellular,16.0,jul,686.0,6.0,-1.0,0.0,unknown,yes
30.0,technician,married,secondary,no,-393.0,yes,yes,cellular,16.0,jul,435.0,1.0,-1.0,0.0,unknown,yes
31.0,unemployed,divorced,tertiary,no,256.0,yes,no,cellular,16.0,jul,873.0,2.0,-1.0,0.0,unknown,yes
56.0,blue-collar,married,primary,no,0.0,yes,no,cellular,16.0,jul,1222.0,1.0,-1.0,0.0,unknown,yes
43.0,blue-collar,married,secondary,no,184.0,no,yes,cellular,16.0,jul,1019.0,11.0,-1.0,0.0,unknown,yes
32.0,blue-collar,married,secondary,no,1905.0,yes,no,cellular,16.0,jul,709.0,2.0,-1.0,0.0,unknown,yes
30.0,admin.,single,secondary,no,-36.0,no,no,cellular,16.0,jul,561.0,9.0,-1.0,0.0,unknown,yes
40.0,blue-collar,married,secondary,no,-839.0,yes,yes,cellular,16.0,jul,1018.0,2.0,-1.0,0.0,unknown,yes
42.0,services,married,secondary,no,3465.0,yes,yes,cellular,16.0,jul,1039.0,2.0,-1.0,0.0,unknown,yes
27.0,student,married,secondary,no,119.0,yes,no,cellular,16.0,jul,781.0,2.0,-1.0,0.0,unknown,yes
35.0,management,married,tertiary,no,36.0,no,yes,cellular,16.0,jul,1656.0,5.0,-1.0,0.0,unknown,yes
35.0,housemaid,married,primary,no,113.0,yes,no,cellular,17.0,jul,923.0,2.0,-1.0,0.0,unknown,yes
32.0,blue-collar,single,secondary,no,118.0,yes,no,cellular,17.0,jul,1275.0,1.0,-1.0,0.0,unknown,yes
