marital,education,balance,housing,loan,duration,campaign,previous,poutcome,deposit
single,secondary,-29.0,yes,no,998.0,4.0,0.0,unknown,yes
married,unknown,3133.0,yes,yes,804.0,1.0,0.0,unknown,yes
married,secondary,-33.0,yes,yes,961.0,1.0,0.0,unknown,yes
single,secondary,-170.0,no,yes,720.0,2.0,0.0,unknown,yes
single,secondary,1243.0,no,yes,1341.0,7.0,0.0,unknown,yes
single,secondary,1598.0,yes,no,634.0,1.0,0.0,unknown,yes
married,secondary,5.0,no,yes,829.0,5.0,0.0,unknown,yes
married,secondary,367.0,yes,no,476.0,4.0,0.0,unknown,yes
married,tertiary,1722.0,yes,no,500.0,1.0,0.0,unknown,yes
married,secondary,-315.0,no,yes,2029.0,1.0,0.0,unknown,yes
single,primary,2483.0,no,no,1499.0,3.0,0.0,unknown,yes
married,secondary,0.0,yes,yes,1399.0,1.0,0.0,unknown,yes
single,tertiary,45.0,no,no,1187.0,3.0,0.0,unknown,yes
married,primary,46.0,yes,no,487.0,1.0,0.0,unknown,yes
single,secondary,482.0,no,yes,1097.0,3.0,0.0,unknown,yes
married,secondary,3728.0,yes,no,1060.0,2.0,0.0,unknown,yes
divorced,secondary,1099.0,no,no,764.0,2.0,0.0,unknown,yes
married,tertiary,2222.0,yes,no,1120.0,2.0,0.0,unknown,yes
single,tertiary,983.0,yes,no,963.0,2.0,0.0,unknown,yes
divorced,secondary,204.0,yes,no,1973.0,2.0,0.0,unknown,yes
married,secondary,1074.0,yes,no,911.0,2.0,0.0,unknown,yes
married,secondary,3466.0,yes,no,853.0,2.0,0.0,unknown,yes
married,secondary,-203.0,yes,no,1649.0,2.0,0.0,unknown,yes
married,secondary,976.0,yes,no,766.0,3.0,0.0,unknown,yes
married,tertiary,146.0,yes,no,788.0,2.0,0.0,unknown,yes
married,secondary,156.0,no,yes,1130.0,3.0,0.0,unknown,yes
married,tertiary,189.0,yes,no,1062.0,4.0,0.0,unknown,yes
married,secondary,1173.0,yes,no,444.0,3.0,0.0,unknown,yes
married,tertiary,0.0,yes,no,894.0,7.0,0.0,unknown,yes
single,secondary,333.0,no,yes,1056.0,2.0,0.0,unknown,yes
married,tertiary,3864.0,yes,no,815.0,4.0,0.0,unknown,yes
married,primary,2686.0,yes,no,808.0,3.0,0.0,unknown,yes
single,primary,-109.0,yes,no,860.0,4.0,0.0,unknown,yes
divorced,secondary,65.0,no,yes,881.0,1.0,0.0,unknown,yes
married,secondary,597.0,no,no,981.0,1.0,0.0,unknown,yes
married,secondary,-799.0,no,yes,1001.0,3.0,0.0,unknown,yes
divorced,tertiary,1775.0,no,no,514.0,5.0,0.0,unknown,yes
single,primary,0.0,no,no,716.0,3.0,0.0,unknown,yes
single,tertiary,5.0,no,no,889.0,5.0,0.0,unknown,yes
married,tertiary,139.0,no,no,448.0,5.0,0.0,unknown,yes
single,tertiary,0.0,yes,no,767.0,5.0,0.0,unknown,yes
single,secondary,855.0,yes,no,578.0,1.0,0.0,unknown,yes
single,unknown,694.0,yes,yes,1806.0,4.0,0.0,unknown,yes
single,tertiary,151.0,yes,no,496.0,1.0,0.0,unknown,yes
single,secondary,354.0,no,no,586.0,1.0,0.0,unknown,yes
married,tertiary,673.0,yes,no,689.0,1.0,0.0,unknown,yes
married,primary,1265.0,yes,no,555.0,1.0,0.0,unknown,yes
married,tertiary,597.0,no,no,686.0,6.0,0.0,unknown,yes
married,secondary,-393.0,yes,yes,435.0,1.0,0.0,unknown,yes
divorced,tertiary,256.0,yes,no,873.0,2.0,0.0,unknown,yes
married,primary,0.0,yes,no,1222.0,1.0,0.0,unknown,yes
married,secondary,2870.0,yes,no,988.0,1.0,0.0,unknown,yes
married,secondary,1905.0,yes,no,709.0,2.0,0.0,unknown,yes
single,secondary,-36.0,no,no,561.0,9.0,0.0,unknown,yes
married,secondary,-839.0,yes,yes,1018.0,2.0,0.0,unknown,yes
married,secondary,3465.0,yes,yes,1039.0,2.0,0.0,unknown,yes
married,secondary,119.0,yes,no,781.0,2.0,0.0,unknown,yes
married,tertiary,36.0,no,yes,1656.0,5.0,0.0,unknown,yes
married,primary,113.0,yes,no,923.0,2.0,0.0,unknown,yes
single,secondary,118.0,yes,no,1275.0,1.0,0.0,unknown,yes
married,secondary,251.0,yes,no,342.0,2.0,0.0,unknown,yes
divorced,secondary,-277.0,yes,no,1008.0,2.0,0.0,unknown,yes
single,secondary,-189.0,no,yes,538.0,2.0,0.0,unknown,yes
married,tertiary,4.0,yes,no,795.0,1.0,0.0,unknown,yes
single,secondary,1820.0,yes,no,1027.0,1.0,0.0,unknown,yes
divorced,secondary,1904.0,yes,no,1584.0,2.0,0.0,unknown,yes
married,primary,201.0,yes,no,582.0,2.0,0.0,unknown,yes
married,secondary,0.0,yes,no,1448.0,7.0,0.0,unknown,yes
single,tertiary,178.0,no,no,656.0,3.0,0.0,unknown,yes
married,primary,3798.0,yes,no,1208.0,1.0,0.0,unknown,yes
divorced,primary,301.0,yes,no,1175.0,2.0,0.0,unknown,yes
divorced,tertiary,294.0,yes,no,536.0,5.0,0.0,unknown,yes
married,secondary,0.0,yes,no,991.0,5.0,0.0,unknown,yes
divorced,secondary,2998.0,yes,no,623.0,3.0,0.0,unknown,yes
divorced,primary,2084.0,yes,no,1081.0,2.0,0.0,unknown,yes
divorced,secondary,454.0,yes,no,978.0,1.0,0.0,unknown,yes
divorced,secondary,179.0,no,no,536.0,1.0,0.0,unknown,yes
married,secondary,661.0,yes,no,968.0,1.0,0.0,unknown,yes
married,primary,102.0,yes,no,560.0,1.0,0.0,unknown,yes
divorced,primary,138.0,yes,no,640.0,3.0,0.0,unknown,yes
single,secondary,622.0,no,no,420.0,1.0,0.0,unknown,yes
divorced,secondary,10.0,yes,no,658.0,2.0,0.0,unknown,yes
married,secondary,104.0,yes,no,635.0,3.0,0.0,unknown,yes
married,secondary,173.0,no,no,588.0,7.0,0.0,unknown,yes
divorced,secondary,-46.0,no,yes,1373.0,4.0,0.0,unknown,yes
divorced,secondary,0.0,yes,yes,913.0,4.0,0.0,unknown,yes
single,tertiary,145.0,yes,no,799.0,2.0,0.0,unknown,yes
married,tertiary,325.0,yes,no,1139.0,2.0,0.0,unknown,yes
single,secondary,2311.0,no,yes,1105.0,2.0,0.0,unknown,yes
divorced,tertiary,158.0,no,yes,854.0,1.0,0.0,unknown,yes
married,secondary,1981.0,yes,no,919.0,2.0,0.0,unknown,yes
married,tertiary,1423.0,yes,no,733.0,3.0,0.0,unknown,yes
married,tertiary,2455.0,yes,no,553.0,1.0,0.0,unknown,yes
divorced,secondary,859.0,no,yes,710.0,1.0,0.0,unknown,yes
married,unknown,9004.0,no,no,891.0,4.0,0.0,unknown,yes
married,unknown,970.0,yes,no,691.0,10.0,0.0,unknown,yes
married,primary,486.0,no,yes,1877.0,1.0,0.0,unknown,yes
married,secondary,127.0,yes,no,1130.0,8.0,0.0,unknown,yes
single,primary,409.0,yes,no,577.0,2.0,0.0,unknown,yes
single,secondary,664.0,no,no,1342.0,2.0,0.0,unknown,yes
single,secondary,223.0,no,yes,1002.0,3.0,0.0,unknown,yes
single,tertiary,-324.0,no,yes,985.0,11.0,0.0,unknown,yes
single,secondary,-30.0,no,no,1360.0,3.0,0.0,unknown,yes
single,tertiary,1253.0,no,no,1134.0,5.0,0.0,unknown,yes
married,primary,4758.0,yes,no,712.0,6.0,0.0,unknown,yes
single,tertiary,30.0,yes,no,1077.0,1.0,0.0,unknown,yes
divorced,tertiary,81.0,no,yes,560.0,1.0,0.0,unknown,yes
married,secondary,0.0,yes,no,1545.0,1.0,0.0,unknown,yes
married,tertiary,328.0,yes,no,654.0,2.0,0.0,unknown,yes
single,tertiary,145.0,no,no,1833.0,2.0,0.0,unknown,yes
divorced,unknown,465.0,yes,no,1508.0,1.0,0.0,unknown,yes
married,secondary,751.0,yes,no,598.0,5.0,0.0,unknown,yes
married,secondary,-379.0,yes,yes,1237.0,7.0,0.0,unknown,yes
single,secondary,0.0,no,no,864.0,4.0,0.0,unknown,yes
married,unknown,349.0,yes,no,1037.0,8.0,0.0,unknown,yes
married,secondary,1110.0,yes,no,802.0,11.0,0.0,unknown,yes
married,secondary,2228.0,yes,no,754.0,1.0,0.0,unknown,yes
divorced,tertiary,2166.0,yes,no,870.0,1.0,0.0,unknown,yes
single,secondary,-247.0,yes,no,633.0,1.0,0.0,unknown,yes
single,tertiary,-123.0,no,yes,690.0,1.0,0.0,unknown,yes
divorced,secondary,44.0,no,yes,529.0,1.0,0.0,unknown,yes
single,secondary,131.0,yes,yes,1152.0,2.0,0.0,unknown,yes
married,secondary,476.0,yes,no,956.0,9.0,0.0,unknown,yes
single,secondary,1101.0,yes,no,957.0,3.0,0.0,unknown,yes
married,tertiary,-168.0,yes,no,1327.0,2.0,0.0,unknown,yes
married,secondary,-392.0,yes,no,228.0,2.0,0.0,unknown,yes
single,secondary,895.0,no,no,638.0,2.0,0.0,unknown,yes
married,secondary,212.0,yes,yes,1201.0,6.0,0.0,unknown,yes
married,secondary,95.0,yes,no,1309.0,4.0,0.0,unknown,yes
single,tertiary,395.0,yes,no,1359.0,6.0,0.0,unknown,yes
married,secondary,135.0,yes,yes,416.0,4.0,0.0,unknown,yes
married,tertiary,0.0,no,no,532.0,2.0,0.0,unknown,yes
married,secondary,471.0,yes,no,430.0,4.0,0.0,unknown,yes
single,secondary,663.0,no,no,1204.0,1.0,0.0,unknown,yes
married,secondary,593.0,yes,yes,1484.0,24.0,0.0,unknown,yes
married,tertiary,1224.0,yes,yes,1441.0,2.0,0.0,unknown,yes
single,secondary,2.0,yes,no,454.0,1.0,0.0,unknown,yes
married,secondary,720.0,no,yes,651.0,1.0,0.0,unknown,yes
divorced,tertiary,990.0,yes,no,1491.0,2.0,0.0,unknown,yes
single,secondary,1747.0,yes,no,903.0,1.0,0.0,unknown,yes
divorced,secondary,59.0,yes,no,873.0,8.0,0.0,unknown,yes
married,primary,33.0,yes,no,901.0,2.0,0.0,unknown,yes
single,secondary,340.0,yes,no,821.0,2.0,0.0,unknown,yes
divorced,secondary,305.0,no,no,367.0,2.0,0.0,unknown,yes
married,secondary,0.0,yes,no,458.0,9.0,0.0,unknown,yes
single,tertiary,497.0,yes,no,1602.0,6.0,0.0,unknown,yes
married,secondary,1371.0,no,no,1492.0,2.0,0.0,unknown,yes
single,tertiary,1628.0,yes,no,1422.0,2.0,0.0,unknown,yes
single,tertiary,372.0,yes,yes,728.0,2.0,0.0,unknown,yes
single,primary,566.0,yes,no,979.0,2.0,0.0,unknown,yes
married,primary,343.0,yes,no,616.0,5.0,0.0,unknown,yes
single,secondary,941.0,no,yes,784.0,1.0,0.0,unknown,yes
married,secondary,775.0,no,yes,1000.0,1.0,0.0,unknown,yes
single,secondary,1759.0,no,yes,695.0,1.0,0.0,unknown,yes
married,primary,1495.0,no,no,1946.0,4.0,0.0,unknown,yes
married,secondary,1444.0,no,no,362.0,8.0,0.0,unknown,yes
single,tertiary,470.0,yes,no,743.0,13.0,0.0,unknown,yes
married,primary,1162.0,yes,no,2015.0,1.0,0.0,unknown,yes
single,tertiary,2.0,yes,yes,1031.0,8.0,0.0,unknown,yes
single,primary,1628.0,yes,no,590.0,8.0,0.0,unknown,yes
married,primary,0.0,yes,yes,946.0,3.0,0.0,unknown,yes
divorced,primary,63.0,no,yes,1448.0,17.0,0.0,unknown,yes
married,tertiary,1221.0,yes,no,279.0,4.0,0.0,unknown,yes
single,secondary,5024.0,no,yes,661.0,4.0,0.0,unknown,yes
married,tertiary,1629.0,no,no,653.0,4.0,0.0,unknown,yes
married,secondary,268.0,yes,no,458.0,7.0,0.0,unknown,yes
married,tertiary,0.0,yes,yes,664.0,8.0,0.0,unknown,yes
married,secondary,5613.0,yes,no,699.0,3.0,0.0,unknown,yes
married,secondary,513.0,no,yes,939.0,3.0,0.0,unknown,yes
married,primary,362.0,no,no,1169.0,2.0,0.0,unknown,yes
single,secondary,3933.0,no,no,837.0,3.0,0.0,unknown,yes
married,secondary,3899.0,yes,no,596.0,4.0,0.0,unknown,yes
married,secondary,473.0,yes,no,383.0,3.0,0.0,unknown,yes
single,tertiary,1616.0,no,no,1009.0,7.0,0.0,unknown,yes
divorced,secondary,1817.0,yes,no,1096.0,4.0,0.0,unknown,yes
single,secondary,129.0,no,yes,867.0,2.0,0.0,unknown,yes
married,secondary,1938.0,no,yes,551.0,3.0,0.0,unknown,yes
single,secondary,133.0,no,no,890.0,4.0,0.0,unknown,yes
divorced,tertiary,2263.0,no,no,874.0,2.0,0.0,unknown,yes
divorced,primary,5.0,no,no,600.0,2.0,0.0,unknown,yes
single,tertiary,2625.0,no,no,2516.0,2.0,0.0,unknown,yes
divorced,secondary,1080.0,yes,no,1058.0,2.0,0.0,unknown,yes
married,secondary,312.0,no,no,884.0,1.0,0.0,unknown,yes
married,secondary,145.0,yes,no,616.0,13.0,0.0,unknown,yes
married,secondary,2678.0,no,no,1011.0,6.0,0.0,unknown,yes
married,secondary,0.0,no,no,684.0,2.0,0.0,unknown,yes
married,secondary,0.0,no,no,843.0,2.0,0.0,unknown,yes
single,primary,-4.0,no,yes,788.0,2.0,0.0,unknown,yes
divorced,unknown,-701.0,yes,no,988.0,2.0,0.0,unknown,yes
married,tertiary,-375.0,no,no,814.0,2.0,0.0,unknown,yes
married,primary,959.0,no,no,694.0,2.0,0.0,unknown,yes
divorced,secondary,1091.0,no,no,441.0,5.0,0.0,unknown,yes
married,unknown,-1.0,no,yes,1171.0,4.0,0.0,unknown,yes
married,tertiary,96.0,no,no,729.0,4.0,0.0,unknown,yes
divorced,primary,0.0,no,no,509.0,2.0,0.0,unknown,yes
married,tertiary,230.0,no,no,1089.0,4.0,0.0,unknown,yes
married,primary,-156.0,no,yes,1211.0,2.0,0.0,unknown,yes
married,secondary,114.0,no,no,458.0,3.0,0.0,unknown,yes
married,tertiary,-468.0,yes,no,540.0,8.0,0.0,unknown,yes
divorced,secondary,679.0,no,no,761.0,4.0,0.0,unknown,yes
married,unknown,206.0,yes,no,695.0,2.0,0.0,unknown,yes
single,tertiary,1.0,yes,no,764.0,4.0,0.0,unknown,yes
divorced,primary,2518.0,no,no,675.0,3.0,0.0,unknown,yes
married,secondary,378.0,no,no,782.0,8.0,0.0,unknown,yes
single,secondary,391.0,no,yes,962.0,4.0,0.0,unknown,yes
married,secondary,-144.0,no,no,481.0,3.0,0.0,unknown,yes
single,tertiary,1240.0,no,no,812.0,3.0,0.0,unknown,yes
married,unknown,2284.0,yes,no,1088.0,17.0,0.0,unknown,yes
married,secondary,264.0,yes,yes,1150.0,5.0,0.0,unknown,yes
married,tertiary,-392.0,no,no,725.0,4.0,0.0,unknown,yes
married,secondary,48.0,yes,no,662.0,13.0,0.0,unknown,yes
married,primary,252.0,no,no,727.0,4.0,0.0,unknown,yes
married,secondary,1954.0,no,no,1107.0,2.0,0.0,unknown,yes
married,primary,755.0,no,yes,829.0,4.0,0.0,unknown,yes
divorced,tertiary,755.0,no,no,1212.0,4.0,0.0,unknown,yes
married,secondary,341.0,no,no,1142.0,5.0,0.0,unknown,yes
married,secondary,388.0,no,no,1032.0,4.0,0.0,unknown,yes
divorced,tertiary,0.0,no,no,1165.0,1.0,0.0,unknown,yes
married,secondary,0.0,no,no,1110.0,1.0,0.0,unknown,yes
married,tertiary,0.0,no,no,1488.0,2.0,0.0,unknown,yes
divorced,secondary,0.0,no,no,603.0,3.0,0.0,unknown,yes
married,secondary,466.0,no,no,641.0,2.0,0.0,unknown,yes
married,tertiary,2313.0,no,no,553.0,1.0,0.0,unknown,yes
married,secondary,-8.0,no,no,794.0,1.0,0.0,unknown,yes
married,primary,1634.0,yes,yes,836.0,1.0,0.0,unknown,yes
married,primary,100.0,no,no,1134.0,1.0,0.0,unknown,yes
divorced,tertiary,1257.0,no,no,1536.0,1.0,0.0,unknown,yes
married,primary,3400.0,yes,no,515.0,3.0,0.0,unknown,yes
single,secondary,1377.0,no,no,935.0,1.0,0.0,unknown,yes
divorced,tertiary,2885.0,no,no,1051.0,2.0,0.0,unknown,yes
married,primary,512.0,no,no,1200.0,2.0,0.0,unknown,yes
married,tertiary,921.0,no,no,531.0,3.0,0.0,unknown,yes
married,secondary,1000.0,no,no,766.0,2.0,0.0,unknown,yes
married,tertiary,202.0,no,no,1311.0,2.0,0.0,unknown,yes
married,tertiary,169.0,no,yes,618.0,2.0,0.0,unknown,yes
married,tertiary,3726.0,no,no,875.0,2.0,0.0,unknown,yes
divorced,secondary,146.0,yes,no,419.0,3.0,0.0,unknown,yes
married,secondary,940.0,no,no,1227.0,2.0,0.0,unknown,yes
divorced,tertiary,734.0,no,no,1357.0,4.0,0.0,unknown,yes
married,secondary,77.0,no,no,455.0,4.0,0.0,unknown,yes
married,secondary,925.0,no,no,406.0,2.0,0.0,unknown,yes
married,tertiary,1836.0,no,no,902.0,3.0,0.0,unknown,yes
married,secondary,660.0,no,no,740.0,2.0,0.0,unknown,yes
single,tertiary,1304.0,no,no,501.0,2.0,0.0,unknown,yes
married,secondary,2956.0,no,no,835.0,2.0,0.0,unknown,yes
divorced,tertiary,146.0,no,no,720.0,2.0,0.0,unknown,yes
divorced,tertiary,36.0,no,no,836.0,4.0,0.0,unknown,yes
divorced,tertiary,1.0,no,no,490.0,2.0,0.0,unknown,yes
married,secondary,2480.0,no,no,763.0,2.0,0.0,unknown,yes
married,tertiary,14282.0,yes,no,649.0,4.0,0.0,unknown,yes
single,tertiary,0.0,no,no,641.0,6.0,0.0,unknown,yes
divorced,secondary,311.0,no,no,738.0,2.0,0.0,unknown,yes
married,secondary,560.0,no,no,1044.0,4.0,0.0,unknown,yes
single,secondary,3059.0,no,yes,482.0,2.0,0.0,unknown,yes
married,tertiary,1423.0,no,no,1249.0,4.0,0.0,unknown,yes
married,primary,874.0,no,no,996.0,1.0,0.0,unknown,yes
married,secondary,706.0,yes,no,1250.0,4.0,0.0,unknown,yes
married,primary,7098.0,no,no,1471.0,7.0,0.0,unknown,yes
single,tertiary,5389.0,no,no,1456.0,3.0,0.0,unknown,yes
single,secondary,1104.0,no,no,395.0,2.0,0.0,unknown,yes
married,secondary,3070.0,no,no,663.0,4.0,0.0,unknown,yes
divorced,secondary,0.0,no,no,674.0,2.0,0.0,unknown,yes
married,primary,4108.0,yes,no,526.0,2.0,0.0,unknown,yes
married,tertiary,0.0,no,no,401.0,3.0,0.0,unknown,yes
single,tertiary,4291.0,no,no,1321.0,9.0,0.0,unknown,yes
married,tertiary,6822.0,no,no,797.0,2.0,0.0,unknown,yes
married,tertiary,231.0,no,no,352.0,2.0,0.0,unknown,yes
married,secondary,3176.0,no,no,670.0,1.0,0.0,unknown,yes
divorced,secondary,-824.0,yes,no,429.0,3.0,0.0,unknown,yes
married,tertiary,676.0,no,no,1182.0,1.0,0.0,unknown,yes
single,secondary,651.0,no,no,876.0,1.0,0.0,unknown,yes
divorced,secondary,2657.0,no,no,895.0,3.0,0.0,unknown,yes
divorced,secondary,801.0,no,no,341.0,5.0,0.0,unknown,yes
married,secondary,405.0,no,yes,994.0,2.0,0.0,unknown,yes
married,tertiary,82.0,no,no,507.0,4.0,0.0,unknown,yes
married,tertiary,179.0,no,no,317.0,4.0,0.0,unknown,yes
married,tertiary,1047.0,no,no,512.0,4.0,0.0,unknown,yes
single,secondary,7138.0,no,no,809.0,2.0,0.0,unknown,yes
single,tertiary,165.0,no,yes,523.0,2.0,0.0,unknown,yes
single,tertiary,37.0,no,no,669.0,2.0,0.0,unknown,yes
married,secondary,823.0,no,no,780.0,4.0,0.0,unknown,yes
married,primary,1625.0,no,no,459.0,2.0,0.0,unknown,yes
married,tertiary,120.0,no,no,1000.0,1.0,0.0,unknown,yes
married,tertiary,2957.0,yes,yes,733.0,3.0,0.0,unknown,yes
single,tertiary,2.0,no,no,848.0,1.0,0.0,unknown,yes
divorced,secondary,1.0,no,no,1242.0,3.0,0.0,unknown,yes
married,tertiary,1795.0,no,no,922.0,7.0,0.0,unknown,yes
married,tertiary,4.0,no,no,1206.0,4.0,0.0,unknown,yes
married,primary,476.0,no,no,856.0,3.0,0.0,unknown,yes
married,tertiary,9.0,no,no,386.0,4.0,0.0,unknown,yes
married,tertiary,131.0,yes,no,384.0,6.0,0.0,unknown,yes
single,tertiary,1120.0,no,no,1070.0,2.0,0.0,unknown,yes
married,primary,2785.0,no,no,610.0,4.0,0.0,unknown,yes
single,tertiary,0.0,no,no,699.0,7.0,0.0,unknown,yes
married,tertiary,43.0,no,no,917.0,4.0,0.0,unknown,yes
married,tertiary,0.0,no,no,608.0,2.0,0.0,unknown,yes
married,secondary,456.0,yes,no,734.0,4.0,0.0,unknown,yes
single,secondary,2018.0,no,no,1238.0,1.0,0.0,unknown,yes
married,tertiary,0.0,no,no,1242.0,5.0,0.0,unknown,yes
single,secondary,354.0,no,no,444.0,3.0,0.0,unknown,yes
married,primary,719.0,no,yes,418.0,5.0,0.0,unknown,yes
married,tertiary,828.0,no,yes,1080.0,3.0,0.0,unknown,yes
married,secondary,2787.0,no,no,479.0,1.0,0.0,unknown,yes
married,secondary,2551.0,no,no,645.0,2.0,0.0,unknown,yes
married,secondary,2722.0,no,no,506.0,2.0,0.0,unknown,yes
married,secondary,1880.0,no,no,768.0,2.0,0.0,unknown,yes
married,primary,2112.0,no,no,1134.0,2.0,0.0,unknown,yes
divorced,secondary,871.0,no,no,396.0,3.0,0.0,unknown,yes
married,secondary,850.0,no,no,507.0,2.0,0.0,unknown,yes
married,secondary,3243.0,no,no,439.0,4.0,0.0,unknown,yes
married,tertiary,1567.0,yes,no,1133.0,4.0,0.0,unknown,yes
single,secondary,12.0,no,no,587.0,2.0,0.0,unknown,yes
married,primary,128.0,no,no,696.0,2.0,0.0,unknown,yes
married,secondary,553.0,no,no,645.0,8.0,0.0,unknown,yes
divorced,secondary,1694.0,no,no,473.0,6.0,0.0,unknown,yes
married,primary,408.0,no,no,559.0,4.0,0.0,unknown,yes
married,tertiary,1223.0,no,no,1092.0,5.0,0.0,unknown,yes
single,tertiary,1858.0,no,no,453.0,3.0,0.0,unknown,yes
married,tertiary,520.0,yes,no,1307.0,4.0,0.0,unknown,yes
married,tertiary,271.0,yes,no,1344.0,1.0,0.0,unknown,yes
married,secondary,4396.0,no,no,432.0,3.0,0.0,unknown,yes
married,secondary,568.0,yes,no,1613.0,1.0,0.0,unknown,yes
single,secondary,3665.0,no,no,664.0,3.0,0.0,unknown,yes
single,secondary,244.0,yes,no,1735.0,4.0,0.0,unknown,yes
married,tertiary,568.0,no,no,940.0,10.0,0.0,unknown,yes
married,secondary,42.0,no,no,1842.0,2.0,0.0,unknown,yes
married,secondary,-180.0,no,yes,823.0,2.0,0.0,unknown,yes
single,tertiary,34646.0,no,no,618.0,9.0,0.0,unknown,yes
divorced,tertiary,59.0,no,no,526.0,2.0,0.0,unknown,yes
married,tertiary,4436.0,no,no,846.0,5.0,0.0,unknown,yes
single,secondary,-242.0,yes,no,1149.0,6.0,0.0,unknown,yes
married,secondary,10052.0,no,no,665.0,2.0,0.0,unknown,yes
married,tertiary,0.0,no,no,641.0,4.0,0.0,unknown,yes
divorced,secondary,152.0,no,no,404.0,6.0,0.0,unknown,yes
married,tertiary,156.0,no,no,657.0,7.0,0.0,unknown,yes
married,tertiary,66.0,no,no,737.0,4.0,0.0,unknown,yes
single,tertiary,9827.0,yes,no,871.0,4.0,0.0,unknown,yes
married,tertiary,2383.0,no,no,379.0,6.0,0.0,unknown,yes
single,tertiary,635.0,no,no,851.0,8.0,0.0,unknown,yes
single,secondary,16.0,no,no,990.0,1.0,0.0,unknown,yes
divorced,secondary,362.0,no,no,529.0,1.0,0.0,unknown,yes
married,tertiary,191.0,no,no,1148.0,2.0,0.0,unknown,yes
divorced,secondary,3043.0,no,no,707.0,2.0,0.0,unknown,yes
married,primary,3334.0,no,no,632.0,4.0,0.0,unknown,yes
married,tertiary,8029.0,yes,no,593.0,4.0,0.0,unknown,yes
married,tertiary,624.0,no,no,552.0,2.0,0.0,unknown,yes
single,tertiary,331.0,no,no,857.0,2.0,0.0,unknown,yes
married,primary,2929.0,no,no,518.0,2.0,0.0,unknown,yes
married,secondary,1314.0,no,no,834.0,14.0,0.0,unknown,yes
married,secondary,289.0,yes,no,1184.0,4.0,0.0,unknown,yes
single,tertiary,20.0,no,no,1151.0,2.0,0.0,unknown,yes
married,primary,8163.0,no,no,1231.0,4.0,0.0,unknown,yes
single,tertiary,1200.0,no,no,904.0,3.0,0.0,unknown,yes
single,secondary,1732.0,yes,no,1871.0,3.0,0.0,unknown,yes
single,tertiary,0.0,no,no,773.0,4.0,0.0,unknown,yes
married,tertiary,576.0,no,no,762.0,3.0,0.0,unknown,yes
married,primary,493.0,no,no,671.0,4.0,0.0,unknown,yes
married,tertiary,682.0,no,no,638.0,6.0,0.0,unknown,yes
single,secondary,0.0,no,no,594.0,4.0,0.0,unknown,yes
married,primary,3485.0,no,no,625.0,4.0,0.0,unknown,yes
single,tertiary,2944.0,no,no,882.0,8.0,0.0,unknown,yes
married,secondary,1353.0,no,no,528.0,5.0,0.0,unknown,yes
divorced,tertiary,0.0,no,no,309.0,4.0,0.0,unknown,yes
single,tertiary,1541.0,no,no,471.0,8.0,0.0,unknown,yes
married,secondary,548.0,no,no,520.0,7.0,0.0,unknown,yes
divorced,tertiary,254.0,no,no,1576.0,8.0,0.0,unknown,yes
single,tertiary,4414.0,no,no,504.0,7.0,0.0,unknown,yes
married,secondary,985.0,no,no,998.0,6.0,0.0,unknown,yes
married,primary,1241.0,no,no,194.0,2.0,0.0,unknown,yes
single,secondary,3278.0,no,no,645.0,14.0,0.0,unknown,yes
married,secondary,412.0,no,no,1293.0,8.0,0.0,unknown,yes
single,tertiary,483.0,no,no,950.0,6.0,0.0,unknown,yes
married,tertiary,7135.0,no,no,1032.0,3.0,0.0,unknown,yes
single,tertiary,61.0,no,no,836.0,3.0,0.0,unknown,yes
married,tertiary,1412.0,yes,no,480.0,1.0,0.0,unknown,yes
married,tertiary,15.0,no,no,921.0,2.0,0.0,unknown,yes
single,tertiary,27.0,no,no,467.0,2.0,0.0,unknown,yes
married,tertiary,1196.0,no,no,552.0,5.0,0.0,unknown,yes
divorced,secondary,19.0,no,no,875.0,4.0,0.0,unknown,yes
single,tertiary,432.0,no,no,588.0,6.0,0.0,unknown,yes
married,tertiary,988.0,no,no,1408.0,5.0,0.0,unknown,yes
married,tertiary,1614.0,no,no,921.0,6.0,0.0,unknown,yes
single,secondary,163.0,yes,no,627.0,2.0,0.0,unknown,yes
married,tertiary,247.0,no,no,625.0,6.0,0.0,unknown,yes
married,secondary,236.0,no,no,703.0,2.0,0.0,unknown,yes
single,secondary,666.0,no,no,1503.0,2.0,0.0,unknown,yes
married,tertiary,73.0,no,no,644.0,4.0,0.0,unknown,yes
divorced,tertiary,96.0,no,no,913.0,4.0,0.0,unknown,yes
single,tertiary,46.0,no,no,788.0,6.0,0.0,unknown,yes
married,secondary,1501.0,no,no,946.0,4.0,0.0,unknown,yes
single,tertiary,-477.0,no,yes,1532.0,2.0,0.0,unknown,yes
married,secondary,1694.0,no,no,793.0,10.0,0.0,unknown,yes
married,secondary,196.0,no,no,81.0,1.0,0.0,unknown,yes
single,tertiary,462.0,no,no,1877.0,3.0,0.0,unknown,yes
married,tertiary,1227.0,no,no,1123.0,4.0,0.0,unknown,yes
single,tertiary,522.0,no,no,576.0,2.0,0.0,unknown,yes
married,tertiary,94.0,no,no,579.0,2.0,0.0,unknown,yes
married,secondary,267.0,no,no,520.0,2.0,0.0,unknown,yes
married,tertiary,4570.0,no,no,1258.0,2.0,0.0,unknown,yes
married,secondary,25.0,no,no,528.0,2.0,0.0,unknown,yes
single,tertiary,0.0,no,no,686.0,2.0,0.0,unknown,yes
